,0,1,2,3,4,5,6
276,spectar01,Art Spector,1947-1950,0,s,https://www.basketball-reference.com/players/s/spectar01.html,
277,spoelar01,Art Spoelstra,1955-1958,0,s,https://www.basketball-reference.com/players/s/spoelar01.html,
278,stolkar01,Art Stolkey,1947,0,s,https://www.basketball-reference.com/players/s/stolkar01.html,
279,williar01,Art Williams,1968-1975,0,w,https://www.basketball-reference.com/players/w/williar01.html,
280,beckear01,Arthur Becker,1968-1973,0,b,https://www.basketball-reference.com/players/b/beckear01.html,
281,gilmoar01,Artis Gilmore,1972-1988,0,g,https://www.basketball-reference.com/players/g/gilmoar01.html,
282,gudaiar01,Arturas Gudaitis,-,0,g,https://www.basketball-reference.com/players/g/gudaiar01.html,
283,kellyar01,Arvesta Kelly,1968-1972,0,k,https://www.basketball-reference.com/players/k/kellyar01.html,
284,kramear01,Arvid Kramer,1980,0,k,https://www.basketball-reference.com/players/k/kramear01.html,
285,macijar01,Arvydas Macijauskas,2006,0,m,https://www.basketball-reference.com/players/m/macijar01.html,
286,sabonar01,Arvydas Sabonis,1996-2003,0,s,https://www.basketball-reference.com/players/s/sabonar01.html,
287,amayaas01,Ashraf Amaya,1996-1997,0,a,https://www.basketball-reference.com/players/a/amayaas01.html,
288,jonesas01,Askia Jones,1995,0,j,https://www.basketball-reference.com/players/j/jonesas01.html,
289,majokat01,Ater Majok,-,0,m,https://www.basketball-reference.com/players/m/majokat01.html,
290,davisau01,Aubrey Davis,1947,0,d,https://www.basketball-reference.com/players/d/davisau01.html,
291,brindau01,Aud Brindley,1947,0,b,https://www.basketball-reference.com/players/b/brindau01.html,
292,norriau01,Audie Norris,1983-1985,0,n,https://www.basketball-reference.com/players/n/norriau01.html,
293,perryau01,Aulcie Perry,1975,0,p,https://www.basketball-reference.com/players/p/perryau01.html,
294,carrau01,Austin Carr,1972-1981,0,c,https://www.basketball-reference.com/players/c/carrau01.html,
295,croshau01,Austin Croshere,1998-2009,0,c,https://www.basketball-reference.com/players/c/croshau01.html,
296,dayeau01,Austin Daye,2010-2015,0,d,https://www.basketball-reference.com/players/d/dayeau01.html,
297,riverau01,Austin Rivers,2013-2019,1,r,https://www.basketball-reference.com/players/r/riverau01.html,
298,bradlav01,Avery Bradley,2011-2019,1,b,https://www.basketball-reference.com/players/b/bradlav01.html,
299,johnsav01,Avery Johnson,1989-2004,0,j,https://www.basketball-reference.com/players/j/johnsav01.html,
300,storeaw01,Awvee Storey,2005-2008,0,s,https://www.basketball-reference.com/players/s/storeaw01.html,
301,herveax01,Axel Hervelle,-,0,h,https://www.basketball-reference.com/players/h/herveax01.html,
302,toupaax01,Axel Toupane,2016-2017,1,t,https://www.basketball-reference.com/players/t/toupaax01.html,
303,armstbj01,B.J. Armstrong,1990-2000,0,a,https://www.basketball-reference.com/players/a/armstbj01.html,
304,johnsbj01,B.J. Johnson,-,0,j,https://www.basketball-reference.com/players/j/johnsbj01.html,
305,tylerbj01,B.J. Tyler,1995,0,t,https://www.basketball-reference.com/players/t/tylerbj01.html,
306,youngbj01,B.J. Young,-,0,y,https://www.basketball-reference.com/players/y/youngbj01.html,
307,howelba01,Bailey Howell,1960-1971,0,h,https://www.basketball-reference.com/players/h/howelba01.html,
308,adebaba01,Bam Adebayo,2018-2019,1,a,https://www.basketball-reference.com/players/a/adebaba01.html,
309,cableba01,Barney Cable,1959-1964,0,c,https://www.basketball-reference.com/players/c/cableba01.html,
310,davisba01,Baron Davis,2000-2012,0,d,https://www.basketball-reference.com/players/d/davisba01.html,
311,clemeba01,Barry Clemens,1966-1976,0,c,https://www.basketball-reference.com/players/c/clemeba01.html,
312,krameba01,Barry Kramer,1965-1970,0,k,https://www.basketball-reference.com/players/k/krameba01.html,
313,lieboba01,Barry Liebowitz,1968,0,l,https://www.basketball-reference.com/players/l/lieboba01.html,
314,nelsoba01,Barry Nelson,1972,0,n,https://www.basketball-reference.com/players/n/nelsoba01.html,
315,ormsba01,Barry Orms,1969-1970,0,o,https://www.basketball-reference.com/players/o/ormsba01.html,
316,parkhba01,Barry Parkhill,1974-1976,0,p,https://www.basketball-reference.com/players/p/parkhba01.html,
317,steveba01,Barry Stevens,1993,0,s,https://www.basketball-reference.com/players/s/steveba01.html,
318,sumptba01,Barry Sumpter,1989,0,s,https://www.basketball-reference.com/players/s/sumptba01.html,
319,yatesba01,Barry Yates,1972,0,y,https://www.basketball-reference.com/players/y/yatesba01.html,
320,kofoeba01,Bart Kofoed,1988-1993,0,k,https://www.basketball-reference.com/players/k/kofoeba01.html,
321,govedba01,Bato Govedarica,1954,0,g,https://www.basketball-reference.com/players/g/govedba01.html,
322,forreba01,Bayard Forrest,1978-1979,0,f,https://www.basketball-reference.com/players/f/forreba01.html,
323,beechbe01,Beau Beech,-,0,b,https://www.basketball-reference.com/players/b/beechbe01.html,
324,smawlbe01,Belus Smawley,1947-1952,0,s,https://www.basketball-reference.com/players/s/smawlbe01.html,
325,bentibe01,Ben Bentil,2017,1,b,https://www.basketball-reference.com/players/b/bentibe01.html,
326,clydebe01,Ben Clyde,1975,0,c,https://www.basketball-reference.com/players/c/clydebe01.html,
327,colembe01,Ben Coleman,1987-1994,0,c,https://www.basketball-reference.com/players/c/colembe01.html,
328,davisbe01,Ben Davis,1997-2000,0,d,https://www.basketball-reference.com/players/d/davisbe01.html,
329,gillebe01,Ben Gillery,1989,0,g,https://www.basketball-reference.com/players/g/gillebe01.html,
330,goldfbe01,Ben Goldfaden,1947,0,g,https://www.basketball-reference.com/players/g/goldfbe01.html,
331,gordobe01,Ben Gordon,2005-2015,0,g,https://www.basketball-reference.com/players/g/gordobe01.html,
332,handlbe01,Ben Handlogten,2004-2005,0,h,https://www.basketball-reference.com/players/h/handlbe01.html,
333,hansbbe01,Ben Hansbrough,2013,0,h,https://www.basketball-reference.com/players/h/hansbbe01.html,
334,kelsobe01,Ben Kelso,1974,0,k,https://www.basketball-reference.com/players/k/kelsobe01.html,
335,mcdonbe01,Ben McDonald,1986-1989,0,m,https://www.basketball-reference.com/players/m/mcdonbe01.html,
336,mclembe01,Ben McLemore,2014-2019,1,m,https://www.basketball-reference.com/players/m/mclembe01.html,
337,moorebe01,Ben Moore,2018,1,m,https://www.basketball-reference.com/players/m/moorebe01.html,
338,poquebe01,Ben Poquette,1978-1987,0,p,https://www.basketball-reference.com/players/p/poquebe01.html,
339,schadbe01,Ben Schadler,1948,0,s,https://www.basketball-reference.com/players/s/schadbe01.html,
340,scharbe01,Ben Scharnus,1947-1949,0,s,https://www.basketball-reference.com/players/s/scharbe01.html,
341,simmobe01,Ben Simmons,2018-2019,1,s,https://www.basketball-reference.com/players/s/simmobe01.html,
342,uzohbe01,Ben Uzoh,2011-2012,0,u,https://www.basketball-reference.com/players/u/uzohbe01.html,
343,wallabe01,Ben Wallace,1997-2012,0,w,https://www.basketball-reference.com/players/w/wallabe01.html,
344,warlebe01,Ben Warley,1963-1970,0,w,https://www.basketball-reference.com/players/w/warlebe01.html,
345,swainbe01,Bennie Swain,1959,0,s,https://www.basketball-reference.com/players/s/swainbe01.html,
346,udrihbe01,Beno Udrih,2005-2017,0,u,https://www.basketball-reference.com/players/u/udrihbe01.html,
347,benjabe01,Benoit Benjamin,1986-2000,0,b,https://www.basketball-reference.com/players/b/benjabe01.html,
348,jamesbe01,Bernard James,2013-2015,0,j,https://www.basketball-reference.com/players/j/jamesbe01.html,
349,kingbe01,Bernard King,1978-1993,0,k,https://www.basketball-reference.com/players/k/kingbe01.html,
350,robinbe01,Bernard Robinson,2005-2007,0,r,https://www.basketball-reference.com/players/r/robinbe01.html,
351,thompbe01,Bernard Thompson,1985-1989,0,t,https://www.basketball-reference.com/players/t/thompbe01.html,
352,toonebe01,Bernard Toone,1980,0,t,https://www.basketball-reference.com/players/t/toonebe01.html,
353,fryerbe01,Bernie Fryer,1974-1975,0,f,https://www.basketball-reference.com/players/f/fryerbe01.html,
354,harribe01,Bernie Harris,1975,0,h,https://www.basketball-reference.com/players/h/harribe01.html,
355,willibe01,Bernie Williams,1970-1974,0,w,https://www.basketball-reference.com/players/w/willibe01.html,
356,cookbe01,Bert Cook,1955,0,c,https://www.basketball-reference.com/players/c/cookbe01.html,
357,nordmbe01,Bevo Nordmann,1962-1965,0,n,https://www.basketball-reference.com/players/n/nordmbe01.html,
358,allenbi01,Bill Allen,1968,0,a,https://www.basketball-reference.com/players/a/allenbi01.html,
359,bolgebi01,Bill Bolger,1954,0,b,https://www.basketball-reference.com/players/b/bolgebi01.html,
360,bradlbi02,Bill Bradley,1968,0,b,https://www.basketball-reference.com/players/b/bradlbi02.html,
361,bradlbi01,Bill Bradley,1968-1977,0,b,https://www.basketball-reference.com/players/b/bradlbi01.html,
362,bridgbi01,Bill Bridges,1963-1975,0,b,https://www.basketball-reference.com/players/b/bridgbi01.html,
363,buntibi01,Bill Buntin,1966,0,b,https://www.basketball-reference.com/players/b/buntibi01.html,
364,buntibi02,Bill Bunting,1970-1972,0,b,https://www.basketball-reference.com/players/b/buntibi02.html,
365,calhobi01,Bill Calhoun,1949-1955,0,c,https://www.basketball-reference.com/players/c/calhobi01.html,
366,cartwbi01,Bill Cartwright,1980-1995,0,c,https://www.basketball-reference.com/players/c/cartwbi01.html,
367,chambbi01,Bill Chamberlain,1973-1974,0,c,https://www.basketball-reference.com/players/c/chambbi01.html,
368,clossbi01,Bill Closs,1950-1952,0,c,https://www.basketball-reference.com/players/c/clossbi01.html,
369,crowbi01,Bill Crow,1968,0,c,https://www.basketball-reference.com/players/c/crowbi01.html,
370,curlebi01,Bill Curley,1995-2001,0,c,https://www.basketball-reference.com/players/c/curlebi01.html,
371,davisbi01,Bill Davis,1947,0,d,https://www.basketball-reference.com/players/d/davisbi01.html,
372,dinwibi01,Bill Dinwiddie,1968-1972,0,d,https://www.basketball-reference.com/players/d/dinwibi01.html,
373,downebi01,Bill Downey,1948,0,d,https://www.basketball-reference.com/players/d/downebi01.html,
374,ebbenbi01,Bill Ebben,1958,0,e,https://www.basketball-reference.com/players/e/ebbenbi01.html,
375,edwarbi01,Bill Edwards,1994,0,e,https://www.basketball-reference.com/players/e/edwarbi01.html,
376,gaborbi01,Bill Gabor,1950-1955,0,g,https://www.basketball-reference.com/players/g/gaborbi01.html,
377,gainebi01,Bill Gaines,1969,0,g,https://www.basketball-reference.com/players/g/gainebi01.html,
378,garnebi01,Bill Garner,1968,0,g,https://www.basketball-reference.com/players/g/garnebi01.html,
379,garnebi02,Bill Garnett,1983-1986,0,g,https://www.basketball-reference.com/players/g/garnebi02.html,
380,hanzlbi01,Bill Hanzlik,1981-1990,0,h,https://www.basketball-reference.com/players/h/hanzlbi01.html,
381,henrybi01,Bill Henry,1949-1950,0,h,https://www.basketball-reference.com/players/h/henrybi01.html,
382,hermabi01,Bill Herman,1950,0,h,https://www.basketball-reference.com/players/h/hermabi01.html,
383,hewitbi01,Bill Hewitt,1969-1975,0,h,https://www.basketball-reference.com/players/h/hewitbi01.html,
384,higgibi01,Bill Higgins,1975,0,h,https://www.basketball-reference.com/players/h/higgibi01.html,
385,hoskebi01,Bill Hosket,1969-1972,0,h,https://www.basketball-reference.com/players/h/hoskebi01.html,
386,jonesbi01,Bill Jones,1989,0,j,https://www.basketball-reference.com/players/j/jonesbi01.html,
387,kellebi01,Bill Keller,1970-1976,0,k,https://www.basketball-reference.com/players/k/kellebi01.html,
388,laimbbi01,Bill Laimbeer,1981-1994,0,l,https://www.basketball-reference.com/players/l/laimbbi01.html,
389,ligonbi01,Bill Ligon,1975,0,l,https://www.basketball-reference.com/players/l/ligonbi01.html,
390,martibi01,Bill Martin,1986-1988,0,m,https://www.basketball-reference.com/players/m/martibi01.html,
391,mayfibi01,Bill Mayfield,1981,0,m,https://www.basketball-reference.com/players/m/mayfibi01.html,
392,mcgilbi01,Bill McGill,1963-1970,0,m,https://www.basketball-reference.com/players/m/mcgilbi01.html,
393,melchbi01,Bill Melchionni,1967-1976,0,m,https://www.basketball-reference.com/players/m/melchbi01.html,
394,meyerbi01,Bill Meyer,1968,0,m,https://www.basketball-reference.com/players/m/meyerbi01.html,
395,millebi01,Bill Miller,1949,0,m,https://www.basketball-reference.com/players/m/millebi01.html,
396,mlkvybi01,Bill Mlkvy,1953,0,m,https://www.basketball-reference.com/players/m/mlkvybi01.html,
397,newtobi01,Bill Newton,1973-1974,0,n,https://www.basketball-reference.com/players/n/newtobi01.html,
398,roberbi01,Bill Roberts,1949-1950,0,r,https://www.basketball-reference.com/players/r/roberbi01.html,
399,robinbi01,Bill Robinzine,1976-1982,0,r,https://www.basketball-reference.com/players/r/robinbi01.html,
400,russebi01,Bill Russell,1957-1969,0,r,https://www.basketball-reference.com/players/r/russebi01.html,
401,sharmbi01,Bill Sharman,1951-1961,0,s,https://www.basketball-reference.com/players/s/sharmbi01.html,
402,smithbi01,Bill Smith,1962,0,s,https://www.basketball-reference.com/players/s/smithbi01.html,
403,stricbi01,Bill Stricker,1971,0,s,https://www.basketball-reference.com/players/s/stricbi01.html,
404,thiebbi01,Bill Thieben,1957-1958,0,t,https://www.basketball-reference.com/players/t/thiebbi01.html,
405,toshebi01,Bill Tosheff,1952-1954,0,t,https://www.basketball-reference.com/players/t/toshebi01.html,
406,turnebi01,Bill Turner,1968-1973,0,t,https://www.basketball-reference.com/players/t/turnebi01.html,
407,waltobi01,Bill Walton,1975-1987,0,w,https://www.basketball-reference.com/players/w/waltobi01.html,
408,wennibi01,Bill Wennington,1986-2000,0,w,https://www.basketball-reference.com/players/w/wennibi01.html,
409,willobi01,Bill Willoughby,1976-1984,0,w,https://www.basketball-reference.com/players/w/willobi01.html,
410,zopfbi01,Bill Zopf,1971,0,z,https://www.basketball-reference.com/players/z/zopfbi01.html,
411,cunnibi01,Billy Cunningham,1966-1976,0,c,https://www.basketball-reference.com/players/c/cunnibi01.html,
412,deangbi01,Billy DeAngelis,1971,0,d,https://www.basketball-reference.com/players/d/deangbi01.html,
413,donovbi01,Billy Donovan,1988,0,d,https://www.basketball-reference.com/players/d/donovbi01.html,
414,evansbi01,Billy Evans,1970,0,e,https://www.basketball-reference.com/players/e/evansbi01.html,
415,garrebi01,Billy Garrett,-,0,g,https://www.basketball-reference.com/players/g/garrebi01.html,
416,harribi01,Billy Harris,1975,0,h,https://www.basketball-reference.com/players/h/harribi01.html,
417,hassebi01,Billy Hassett,1950-1951,0,h,https://www.basketball-reference.com/players/h/hassebi01.html,
418,jamesbi01,Billy James,1974,0,j,https://www.basketball-reference.com/players/j/jamesbi01.html,
419,kenvibi01,Billy Kenville,1954-1960,0,k,https://www.basketball-reference.com/players/k/kenvibi01.html,
420,knighbi01,Billy Knight,1975-1985,0,k,https://www.basketball-reference.com/players/k/knighbi01.html,
421,mckinbi01,Billy McKinney,1979-1986,0,m,https://www.basketball-reference.com/players/m/mckinbi01.html,
422,owensbi01,Billy Owens,1992-2001,0,o,https://www.basketball-reference.com/players/o/owensbi01.html,
423,paultbi01,Billy Paultz,1971-1985,0,p,https://www.basketball-reference.com/players/p/paultbi01.html,
424,prestbi01,Billy Preston,-,0,p,https://www.basketball-reference.com/players/p/prestbi01.html,
425,batesbi01,Billy Ray Bates,1980-1983,0,b,https://www.basketball-reference.com/players/b/batesbi01.html,
426,reidbi01,Billy Reid,1981,0,r,https://www.basketball-reference.com/players/r/reidbi01.html,
427,schaebi01,Billy Schaeffer,1974-1976,0,s,https://www.basketball-reference.com/players/s/schaebi01.html,
428,shephbi01,Billy Shepherd,1973-1975,0,s,https://www.basketball-reference.com/players/s/shephbi01.html,
429,thomabi01,Billy Thomas,2005-2008,0,t,https://www.basketball-reference.com/players/t/thomabi01.html,
430,thompbi01,Billy Thompson,1987-1992,0,t,https://www.basketball-reference.com/players/t/thompbi01.html,
431,colesbi01,Bimbo Coles,1991-2004,0,c,https://www.basketball-reference.com/players/c/colesbi01.html,
432,smithbi02,Bingo Smith,1970-1980,0,s,https://www.basketball-reference.com/players/s/smithbi02.html,
433,averibi01,Bird Averitt,1974-1978,0,a,https://www.basketball-reference.com/players/a/averibi01.html,
434,biyombi01,Bismack Biyombo,2012-2019,1,b,https://www.basketball-reference.com/players/b/biyombi01.html,
435,delebi01,Bison Dele,1992-1999,0,d,https://www.basketball-reference.com/players/d/delebi01.html,
436,towerbl01,Blackie Towery,1949-1950,0,t,https://www.basketball-reference.com/players/t/towerbl01.html,
437,dennibl01,Blaine Denning,1953,0,d,https://www.basketball-reference.com/players/d/dennibl01.html,
438,rasmubl01,Blair Rasmussen,1986-1993,0,r,https://www.basketball-reference.com/players/r/rasmubl01.html,
439,ahearbl01,Blake Ahearn,2008-2012,0,a,https://www.basketball-reference.com/players/a/ahearbl01.html,
440,griffbl01,Blake Griffin,2011-2019,1,g,https://www.basketball-reference.com/players/g/griffbl01.html,
441,edwarbl01,Blue Edwards,1990-1999,0,e,https://www.basketball-reference.com/players/e/edwarbl01.html,
